OrderID,OrderDate,CustomerID,ProductID,ProductName,CategoryID,Quantity,UnitPrice,Discount,Revenue
10265,1996-07-25,BLONP,70,Outback Lager,1,20,12.0,0.0,240.0
10266,1996-07-26,WARTH,12,Queso Manchego La Pastora,4,12,30.4,0.050000000745058,346.5599997282028
10267,1996-07-29,FRANK,40,Boston Crab Meat,8,50,14.7,0.0,735.0
10267,1996-07-29,FRANK,59,Raclette Courdavault,4,70,44.0,0.1500000059604644,2617.99998164177
10267,1996-07-29,FRANK,76,Lakkalik??ri,1,15,14.4,0.1500000059604644,183.5999987125397
10268,1996-07-30,GROSR,29,Th?ringer Rostbratwurst,6,10,99.0,0.0,990.0
10268,1996-07-30,GROSR,72,Mozzarella di Giovanni,4,4,27.8,0.0,111.2
10269,1996-07-31,WHITC,33,Geitost,4,60,2.0,0.050000000745058,113.99999991059305
10269,1996-07-31,WHITC,72,Mozzarella di Giovanni,4,20,27.8,0.050000000745058,528.1999995857478
10270,1996-08-01,WARTH,36,Inlagd Sill,8,30,15.2,0.0,456.0
10270,1996-08-01,WARTH,43,Ipoh Coffee,1,25,36.8,0.0,919.9999999999999
10271,1996-08-01,SPLIR,33,Geitost,4,24,2.0,0.0,48.0
10272,1996-08-02,RATTC,20,Sir Rodney's Marmalade,3,6,64.8,0.0,388.79999999999995
10272,1996-08-02,RATTC,31,Gorgonzola Telino,4,40,10.0,0.0,400.0
10272,1996-08-02,RATTC,72,Mozzarella di Giovanni,4,24,27.8,0.0,667.2
10273,1996-08-05,QUICK,10,Ikura,8,24,24.8,0.050000000745058,565.4399995565416
10273,1996-08-05,QUICK,31,Gorgonzola Telino,4,15,10.0,0.050000000745058,142.49999988824132
10273,1996-08-05,QUICK,33,Geitost,4,20,2.0,0.0,40.0
10273,1996-08-05,QUICK,40,Boston Crab Meat,8,60,14.7,0.050000000745058,837.8999993428589
10273,1996-08-05,QUICK,76,Lakkalik??ri,1,33,14.4,0.050000000745058,451.43999964594843
10274,1996-08-06,VINET,71,Flotemysost,4,20,17.2,0.0,344.0
10274,1996-08-06,VINET,72,Mozzarella di Giovanni,4,7,27.8,0.0,194.6
10275,1996-08-07,MAGAA,24,Guaran? Fant?stica,1,12,3.6,0.050000000745058,41.0399999678135
10275,1996-08-07,MAGAA,59,Raclette Courdavault,4,6,44.0,0.050000000745058,250.7999998033047
10276,1996-08-08,TORTU,10,Ikura,8,15,24.8,0.0,372.0
10276,1996-08-08,TORTU,13,Konbu,8,10,4.8,0.0,48.0
10277,1996-08-09,MORGK,28,R?ssle Sauerkraut,7,20,36.4,0.0,728.0
10277,1996-08-09,MORGK,62,Tarte au sucre,3,12,39.4,0.0,472.79999999999995
10278,1996-08-12,BERGS,44,Gula Malacca,2,16,15.5,0.0,248.0
10278,1996-08-12,BERGS,59,Raclette Courdavault,4,15,44.0,0.0,660.0
10278,1996-08-12,BERGS,63,Vegie-spread,2,8,35.1,0.0,280.8
10278,1996-08-12,BERGS,73,R?d Kaviar,8,25,12.0,0.0,300.0
10279,1996-08-13,LEHMS,17,Alice Mutton,6,15,31.2,0.25,351.0
10280,1996-08-14,BERGS,24,Guaran? Fant?stica,1,12,3.6,0.0,43.2
10280,1996-08-14,BERGS,55,P?t? chinois,6,20,19.2,0.0,384.0
10280,1996-08-14,BERGS,75,Rh?nbr?u Klosterbier,1,30,6.2,0.0,186.0
10281,1996-08-14,ROMEY,19,Teatime Chocolate Biscuits,3,1,7.3,0.0,7.3
10281,1996-08-14,ROMEY,24,Guaran? Fant?stica,1,6,3.6,0.0,21.6
10281,1996-08-14,ROMEY,35,Steeleye Stout,1,4,14.4,0.0,57.6
10282,1996-08-15,ROMEY,30,Nord-Ost Matjeshering,8,6,20.7,0.0,124.19999999999999
10282,1996-08-15,ROMEY,57,Ravioli Angelo,5,2,15.6,0.0,31.2
10283,1996-08-16,LILAS,15,Genen Shouyu,2,20,12.4,0.0,248.0
10283,1996-08-16,LILAS,19,Teatime Chocolate Biscuits,3,18,7.3,0.0,131.4
10283,1996-08-16,LILAS,60,Camembert Pierrot,4,35,27.2,0.0,952.0
10283,1996-08-16,LILAS,72,Mozzarella di Giovanni,4,3,27.8,0.0,83.4
10284,1996-08-19,LEHMS,27,Schoggi Schokolade,3,15,35.1,0.25,394.875
10284,1996-08-19,LEHMS,44,Gula Malacca,2,21,15.5,0.0,325.5
10284,1996-08-19,LEHMS,60,Camembert Pierrot,4,20,27.2,0.25,408.0
10284,1996-08-19,LEHMS,67,Laughing Lumberjack Lager,1,5,11.2,0.25,42.0
10285,1996-08-20,QUICK,1,Chai,1,45,14.4,0.2000000029802322,518.3999980688095
10285,1996-08-20,QUICK,40,Boston Crab Meat,8,40,14.7,0.2000000029802322,470.39999824762344
10285,1996-08-20,QUICK,53,Perth Pasties,6,36,26.2,0.2000000029802322,754.5599971890449
10286,1996-08-21,QUICK,35,Steeleye Stout,1,100,14.4,0.0,1440.0
10286,1996-08-21,QUICK,62,Tarte au sucre,3,40,39.4,0.0,1576.0
10287,1996-08-22,RICAR,16,Pavlova,3,40,13.9,0.1500000059604644,472.5999966859818
10287,1996-08-22,RICAR,34,Sasquatch Ale,1,20,11.2,0.0,224.0
10287,1996-08-22,RICAR,46,Spegesild,8,15,9.6,0.1500000059604644,122.39999914169313
10288,1996-08-23,REGGC,54,Tourti?re,6,10,5.9,0.1000000014901161,53.09999991208315
10288,1996-08-23,REGGC,68,Scottish Longbreads,3,3,10.0,0.1000000014901161,26.999999955296516
10289,1996-08-26,BSBEV,3,Aniseed Syrup,2,30,8.0,0.0,240.0
10289,1996-08-26,BSBEV,64,Wimmers gute Semmelkn?del,5,9,26.6,0.0,239.4
10290,1996-08-27,COMMI,5,Chef Anton's Gumbo Mix,2,20,17.0,0.0,340.0
10290,1996-08-27,COMMI,29,Th?ringer Rostbratwurst,6,15,99.0,0.0,1485.0
10290,1996-08-27,COMMI,49,Maxilaku,3,15,16.0,0.0,240.0
10290,1996-08-27,COMMI,77,Original Frankfurter gr?ne So?e,2,10,10.4,0.0,104.0
10291,1996-08-27,QUEDE,13,Konbu,8,20,4.8,0.1000000014901161,86.39999985694885
10291,1996-08-27,QUEDE,44,Gula Malacca,2,24,15.5,0.1000000014901161,334.7999994456768
10291,1996-08-27,QUEDE,51,Manjimup Dried Apples,7,2,42.4,0.1000000014901161,76.31999987363815
10292,1996-08-28,TRADH,20,Sir Rodney's Marmalade,3,20,64.8,0.0,1296.0
10293,1996-08-29,TORTU,18,Carnarvon Tigers,8,12,50.0,0.0,600.0
10293,1996-08-29,TORTU,24,Guaran? Fant?stica,1,10,3.6,0.0,36.0
10293,1996-08-29,TORTU,63,Vegie-spread,2,5,35.1,0.0,175.5
10293,1996-08-29,TORTU,75,Rh?nbr?u Klosterbier,1,6,6.2,0.0,37.2
10294,1996-08-30,RATTC,1,Chai,1,18,14.4,0.0,259.2
10294,1996-08-30,RATTC,17,Alice Mutton,6,15,31.2,0.0,468.0
10294,1996-08-30,RATTC,43,Ipoh Coffee,1,15,36.8,0.0,552.0
10294,1996-08-30,RATTC,60,Camembert Pierrot,4,21,27.2,0.0,571.1999999999999
10294,1996-08-30,RATTC,75,Rh?nbr?u Klosterbier,1,6,6.2,0.0,37.2
10295,1996-09-02,VINET,56,Gnocchi di nonna Alice,5,4,30.4,0.0,121.6
10296,1996-09-03,LILAS,11,Queso Cabrales,4,12,16.8,0.0,201.60000000000002
10296,1996-09-03,LILAS,16,Pavlova,3,30,13.9,0.0,417.0
10296,1996-09-03,LILAS,69,Gudbrandsdalsost,4,15,28.8,0.0,432.0
10297,1996-09-04,BLONP,39,Chartreuse verte,1,60,14.4,0.0,864.0
10297,1996-09-04,BLONP,72,Mozzarella di Giovanni,4,20,27.8,0.0,556.0
10298,1996-09-05,HUNGO,2,Chang,1,40,15.2,0.0,608.0
10298,1996-09-05,HUNGO,36,Inlagd Sill,8,40,15.2,0.25,456.0
10298,1996-09-05,HUNGO,59,Raclette Courdavault,4,30,44.0,0.25,990.0
10298,1996-09-05,HUNGO,62,Tarte au sucre,3,15,39.4,0.0,591.0
10299,1996-09-06,RICAR,19,Teatime Chocolate Biscuits,3,15,7.3,0.0,109.5
10299,1996-09-06,RICAR,70,Outback Lager,1,20,12.0,0.0,240.0
10300,1996-09-09,MAGAA,66,Louisiana Hot Spiced Okra,2,30,13.6,0.0,408.0
10300,1996-09-09,MAGAA,68,Scottish Longbreads,3,20,10.0,0.0,200.0
10301,1996-09-09,WANDK,40,Boston Crab Meat,8,10,14.7,0.0,147.0
10301,1996-09-09,WANDK,56,Gnocchi di nonna Alice,5,20,30.4,0.0,608.0
10302,1996-09-10,SUPRD,17,Alice Mutton,6,40,31.2,0.0,1248.0
10302,1996-09-10,SUPRD,28,R?ssle Sauerkraut,7,28,36.4,0.0,1019.1999999999999
10302,1996-09-10,SUPRD,43,Ipoh Coffee,1,12,36.8,0.0,441.59999999999997
10303,1996-09-11,GODOS,40,Boston Crab Meat,8,40,14.7,0.1000000014901161,529.1999991238117
10303,1996-09-11,GODOS,65,Louisiana Fiery Hot Pepper Sauce,2,30,16.8,0.1000000014901161,453.5999992489815
10303,1996-09-11,GODOS,68,Scottish Longbreads,3,15,10.0,0.1000000014901161,134.99999977648258
10304,1996-09-12,TORTU,49,Maxilaku,3,30,16.0,0.0,480.0
10304,1996-09-12,TORTU,59,Raclette Courdavault,4,10,44.0,0.0,440.0
10304,1996-09-12,TORTU,71,Flotemysost,4,2,17.2,0.0,34.4
10305,1996-09-13,OLDWO,18,Carnarvon Tigers,8,25,50.0,0.1000000014901161,1124.9999981373549
10305,1996-09-13,OLDWO,29,Th?ringer Rostbratwurst,6,25,99.0,0.1000000014901161,2227.4999963119626
10305,1996-09-13,OLDWO,39,Chartreuse verte,1,30,14.4,0.1000000014901161,388.79999935626984
10306,1996-09-16,ROMEY,30,Nord-Ost Matjeshering,8,10,20.7,0.0,207.0
10306,1996-09-16,ROMEY,53,Perth Pasties,6,10,26.2,0.0,262.0
10306,1996-09-16,ROMEY,54,Tourti?re,6,5,5.9,0.0,29.5
10307,1996-09-17,LONEP,62,Tarte au sucre,3,10,39.4,0.0,394.0
10307,1996-09-17,LONEP,68,Scottish Longbreads,3,3,10.0,0.0,30.0
10308,1996-09-18,ANATR,69,Gudbrandsdalsost,4,1,28.8,0.0,28.8
10308,1996-09-18,ANATR,70,Outback Lager,1,5,12.0,0.0,60.0
10309,1996-09-19,HUNGO,4,Chef Anton's Cajun Seasoning,2,20,17.6,0.0,352.0
10309,1996-09-19,HUNGO,6,Grandma's Boysenberry Spread,2,30,20.0,0.0,600.0
10309,1996-09-19,HUNGO,42,Singaporean Hokkien Fried Mee,5,2,11.2,0.0,22.4
10309,1996-09-19,HUNGO,43,Ipoh Coffee,1,20,36.8,0.0,736.0
10309,1996-09-19,HUNGO,71,Flotemysost,4,3,17.2,0.0,51.599999999999994
10310,1996-09-20,THEBI,16,Pavlova,3,10,13.9,0.0,139.0
10310,1996-09-20,THEBI,62,Tarte au sucre,3,5,39.4,0.0,197.0
10311,1996-09-20,DUMON,42,Singaporean Hokkien Fried Mee,5,6,11.2,0.0,67.19999999999999
10311,1996-09-20,DUMON,69,Gudbrandsdalsost,4,7,28.8,0.0,201.6
10312,1996-09-23,WANDK,28,R?ssle Sauerkraut,7,4,36.4,0.0,145.6
10312,1996-09-23,WANDK,43,Ipoh Coffee,1,24,36.8,0.0,883.1999999999999
10312,1996-09-23,WANDK,53,Perth Pasties,6,20,26.2,0.0,524.0
10312,1996-09-23,WANDK,75,Rh?nbr?u Klosterbier,1,10,6.2,0.0,62.0
10313,1996-09-24,QUICK,36,Inlagd Sill,8,12,15.2,0.0,182.39999999999998
10314,1996-09-25,RATTC,32,Mascarpone Fabioli,4,40,25.6,0.1000000014901161,921.5999984741211
10314,1996-09-25,RATTC,58,Escargots de Bourgogne,8,30,10.6,0.1000000014901161,286.1999995261431
10314,1996-09-25,RATTC,62,Tarte au sucre,3,25,39.4,0.1000000014901161,886.4999985322356
10315,1996-09-26,ISLAT,34,Sasquatch Ale,1,14,11.2,0.0,156.79999999999998
10315,1996-09-26,ISLAT,70,Outback Lager,1,30,12.0,0.0,360.0
10316,1996-09-27,RATTC,41,Jack's New England Clam Chowder,8,10,7.7,0.0,77.0
10316,1996-09-27,RATTC,62,Tarte au sucre,3,70,39.4,0.0,2758.0
10317,1996-09-30,LONEP,1,Chai,1,20,14.4,0.0,288.0
10318,1996-10-01,ISLAT,41,Jack's New England Clam Chowder,8,20,7.7,0.0,154.0
10318,1996-10-01,ISLAT,76,Lakkalik??ri,1,6,14.4,0.0,86.4
10319,1996-10-02,TORTU,17,Alice Mutton,6,8,31.2,0.0,249.6
10319,1996-10-02,TORTU,28,R?ssle Sauerkraut,7,14,36.4,0.0,509.59999999999997
10319,1996-10-02,TORTU,76,Lakkalik??ri,1,30,14.4,0.0,432.0
10320,1996-10-03,WARTH,71,Flotemysost,4,30,17.2,0.0,516.0
10321,1996-10-03,ISLAT,35,Steeleye Stout,1,10,14.4,0.0,144.0
10322,1996-10-04,PERIC,52,Filo Mix,5,20,5.6,0.0,112.0
10323,1996-10-07,KOENE,15,Genen Shouyu,2,5,12.4,0.0,62.0
10323,1996-10-07,KOENE,25,NuNuCa Nu?-Nougat-Creme,3,4,11.2,0.0,44.8
10323,1996-10-07,KOENE,39,Chartreuse verte,1,4,14.4,0.0,57.6
10324,1996-10-08,SAVEA,16,Pavlova,3,21,13.9,0.1500000059604644,248.11499826014048
10324,1996-10-08,SAVEA,35,Steeleye Stout,1,70,14.4,0.1500000059604644,856.7999939918519
10324,1996-10-08,SAVEA,46,Spegesild,8,30,9.6,0.0,288.0
10324,1996-10-08,SAVEA,59,Raclette Courdavault,4,40,44.0,0.1500000059604644,1495.9999895095827
10324,1996-10-08,SAVEA,63,Vegie-spread,2,80,35.1,0.1500000059604644,2386.799983263016
10325,1996-10-09,KOENE,6,Grandma's Boysenberry Spread,2,6,20.0,0.0,120.0
10325,1996-10-09,KOENE,13,Konbu,8,12,4.8,0.0,57.599999999999994
10325,1996-10-09,KOENE,14,Tofu,7,9,18.6,0.0,167.4
10325,1996-10-09,KOENE,31,Gorgonzola Telino,4,4,10.0,0.0,40.0
10325,1996-10-09,KOENE,72,Mozzarella di Giovanni,4,40,27.8,0.0,1112.0
10326,1996-10-10,BOLID,4,Chef Anton's Cajun Seasoning,2,24,17.6,0.0,422.40000000000003
10326,1996-10-10,BOLID,57,Ravioli Angelo,5,16,15.6,0.0,249.6
10326,1996-10-10,BOLID,75,Rh?nbr?u Klosterbier,1,50,6.2,0.0,310.0
10327,1996-10-11,FOLKO,2,Chang,1,25,15.2,0.2000000029802322,303.99999886751175
10327,1996-10-11,FOLKO,11,Queso Cabrales,4,50,16.8,0.2000000029802322,671.9999974966049
10327,1996-10-11,FOLKO,30,Nord-Ost Matjeshering,8,35,20.7,0.2000000029802322,579.5999978408217
10327,1996-10-11,FOLKO,58,Escargots de Bourgogne,8,30,10.6,0.2000000029802322,254.39999905228615
10328,1996-10-14,FURIB,59,Raclette Courdavault,4,9,44.0,0.0,396.0
10328,1996-10-14,FURIB,65,Louisiana Fiery Hot Pepper Sauce,2,40,16.8,0.0,672.0
10328,1996-10-14,FURIB,68,Scottish Longbreads,3,10,10.0,0.0,100.0
10329,1996-10-15,SPLIR,19,Teatime Chocolate Biscuits,3,10,7.3,0.050000000745058,69.34999994561078
10329,1996-10-15,SPLIR,30,Nord-Ost Matjeshering,8,8,20.7,0.050000000745058,157.3199998766184
10329,1996-10-15,SPLIR,38,C?te de Blaye,1,20,210.8,0.050000000745058,4005.1999968588357
10329,1996-10-15,SPLIR,56,Gnocchi di nonna Alice,5,12,30.4,0.050000000745058,346.5599997282028
10330,1996-10-16,LILAS,26,Gumb?r Gummib?rchen,3,50,24.9,0.1500000059604644,1058.249992579222
10330,1996-10-16,LILAS,72,Mozzarella di Giovanni,4,25,27.8,0.1500000059604644,590.7499958574773
10331,1996-10-16,BONAP,54,Tourti?re,6,15,5.9,0.0,88.5
10332,1996-10-17,MEREP,18,Carnarvon Tigers,8,40,50.0,0.2000000029802322,1599.9999940395355
10332,1996-10-17,MEREP,42,Singaporean Hokkien Fried Mee,5,10,11.2,0.2000000029802322,89.59999966621399
10332,1996-10-17,MEREP,47,Zaanse koeken,3,16,7.6,0.2000000029802322,97.27999963760375
10333,1996-10-18,WARTH,14,Tofu,7,10,18.6,0.0,186.0
10333,1996-10-18,WARTH,21,Sir Rodney's Scones,3,10,8.0,0.1000000014901161,71.99999988079071
10333,1996-10-18,WARTH,71,Flotemysost,4,40,17.2,0.1000000014901161,619.1999989748001
10334,1996-10-21,VICTE,52,Filo Mix,5,8,5.6,0.0,44.8
10334,1996-10-21,VICTE,68,Scottish Longbreads,3,10,10.0,0.0,100.0
10335,1996-10-22,HUNGO,2,Chang,1,7,15.2,0.2000000029802322,85.11999968290328
10335,1996-10-22,HUNGO,31,Gorgonzola Telino,4,25,10.0,0.2000000029802322,199.99999925494194
10335,1996-10-22,HUNGO,32,Mascarpone Fabioli,4,6,25.6,0.2000000029802322,122.87999954223635
10335,1996-10-22,HUNGO,51,Manjimup Dried Apples,7,48,42.4,0.2000000029802322,1628.1599939346313
10336,1996-10-23,PRINI,4,Chef Anton's Cajun Seasoning,2,18,17.6,0.1000000014901161,285.1199995279312
10337,1996-10-24,FRANK,23,Tunnbr?d,5,40,7.2,0.0,288.0
10337,1996-10-24,FRANK,26,Gumb?r Gummib?rchen,3,24,24.9,0.0,597.5999999999999
10337,1996-10-24,FRANK,36,Inlagd Sill,8,20,15.2,0.0,304.0
10337,1996-10-24,FRANK,37,Gravad lax,8,28,20.8,0.0,582.4
10337,1996-10-24,FRANK,72,Mozzarella di Giovanni,4,25,27.8,0.0,695.0
10338,1996-10-25,OLDWO,17,Alice Mutton,6,20,31.2,0.0,624.0
10338,1996-10-25,OLDWO,30,Nord-Ost Matjeshering,8,15,20.7,0.0,310.5
10339,1996-10-28,MEREP,4,Chef Anton's Cajun Seasoning,2,10,17.6,0.0,176.0
10339,1996-10-28,MEREP,17,Alice Mutton,6,70,31.2,0.050000000745058,2074.7999983727937
10339,1996-10-28,MEREP,62,Tarte au sucre,3,28,39.4,0.0,1103.2
10340,1996-10-29,BONAP,18,Carnarvon Tigers,8,20,50.0,0.050000000745058,949.999999254942
10340,1996-10-29,BONAP,41,Jack's New England Clam Chowder,8,12,7.7,0.050000000745058,87.77999993115665
10340,1996-10-29,BONAP,43,Ipoh Coffee,1,40,36.8,0.050000000745058,1398.3999989032748
10341,1996-10-29,SIMOB,33,Geitost,4,8,2.0,0.0,16.0
10341,1996-10-29,SIMOB,59,Raclette Courdavault,4,9,44.0,0.1500000059604644,336.5999976396561
10342,1996-10-30,FRANK,2,Chang,1,24,15.2,0.2000000029802322,291.83999891281127
10342,1996-10-30,FRANK,31,Gorgonzola Telino,4,56,10.0,0.2000000029802322,447.99999833106995
10342,1996-10-30,FRANK,36,Inlagd Sill,8,40,15.2,0.2000000029802322,486.3999981880188
10342,1996-10-30,FRANK,55,P?t? chinois,6,40,19.2,0.2000000029802322,614.3999977111816
10343,1996-10-31,LEHMS,64,Wimmers gute Semmelkn?del,5,50,26.6,0.0,1330.0
10343,1996-10-31,LEHMS,68,Scottish Longbreads,3,4,10.0,0.050000000745058,37.999999970197685
10343,1996-10-31,LEHMS,76,Lakkalik??ri,1,15,14.4,0.0,216.0
10344,1996-11-01,WHITC,4,Chef Anton's Cajun Seasoning,2,35,17.6,0.0,616.0
10344,1996-11-01,WHITC,8,Northwoods Cranberry Sauce,2,70,32.0,0.25,1680.0
10345,1996-11-04,QUICK,8,Northwoods Cranberry Sauce,2,70,32.0,0.0,2240.0
10345,1996-11-04,QUICK,19,Teatime Chocolate Biscuits,3,80,7.3,0.0,584.0
10345,1996-11-04,QUICK,42,Singaporean Hokkien Fried Mee,5,9,11.2,0.0,100.8
10346,1996-11-05,RATTC,17,Alice Mutton,6,36,31.2,0.1000000014901161,1010.8799983263016
10346,1996-11-05,RATTC,56,Gnocchi di nonna Alice,5,20,30.4,0.0,608.0
10347,1996-11-06,FAMIA,25,NuNuCa Nu?-Nougat-Creme,3,10,11.2,0.0,112.0
10347,1996-11-06,FAMIA,39,Chartreuse verte,1,50,14.4,0.1500000059604644,611.9999957084657
10347,1996-11-06,FAMIA,40,Boston Crab Meat,8,4,14.7,0.0,58.8
10347,1996-11-06,FAMIA,75,Rh?nbr?u Klosterbier,1,6,6.2,0.1500000059604644,31.619999778270728
10348,1996-11-07,WANDK,1,Chai,1,15,14.4,0.1500000059604644,183.5999987125397
10348,1996-11-07,WANDK,23,Tunnbr?d,5,25,7.2,0.0,180.0
10349,1996-11-08,SPLIR,54,Tourti?re,6,24,5.9,0.0,141.60000000000002
10350,1996-11-11,LAMAI,50,Valkoinen suklaa,3,15,13.0,0.1000000014901161,175.49999970942736
10350,1996-11-11,LAMAI,69,Gudbrandsdalsost,4,18,28.8,0.1000000014901161,466.5599992275238
10351,1996-11-11,ERNSH,38,C?te de Blaye,1,20,210.8,0.050000000745058,4005.1999968588357
10351,1996-11-11,ERNSH,41,Jack's New England Clam Chowder,8,13,7.7,0.0,100.10000000000001
10351,1996-11-11,ERNSH,44,Gula Malacca,2,77,15.5,0.050000000745058,1133.8249991107734
10351,1996-11-11,ERNSH,65,Louisiana Fiery Hot Pepper Sauce,2,10,16.8,0.050000000745058,159.59999987483027
10352,1996-11-12,FURIB,24,Guaran? Fant?stica,1,10,3.6,0.0,36.0
10352,1996-11-12,FURIB,54,Tourti?re,6,20,5.9,0.1500000059604644,100.2999992966652
10353,1996-11-13,PICCO,11,Queso Cabrales,4,12,16.8,0.2000000029802322,161.2799993991852
10353,1996-11-13,PICCO,38,C?te de Blaye,1,50,210.8,0.2000000029802322,8431.999968588352
10354,1996-11-14,PERIC,1,Chai,1,12,14.4,0.0,172.8
10354,1996-11-14,PERIC,29,Th?ringer Rostbratwurst,6,4,99.0,0.0,396.0
10355,1996-11-15,AROUT,24,Guaran? Fant?stica,1,25,3.6,0.0,90.0
10355,1996-11-15,AROUT,57,Ravioli Angelo,5,25,15.6,0.0,390.0
10356,1996-11-18,WANDK,31,Gorgonzola Telino,4,30,10.0,0.0,300.0
10356,1996-11-18,WANDK,55,P?t? chinois,6,12,19.2,0.0,230.39999999999998
10356,1996-11-18,WANDK,69,Gudbrandsdalsost,4,20,28.8,0.0,576.0
10357,1996-11-19,LILAS,10,Ikura,8,30,24.8,0.2000000029802322,595.1999977827072
10357,1996-11-19,LILAS,26,Gumb?r Gummib?rchen,3,16,24.9,0.0,398.4
10357,1996-11-19,LILAS,60,Camembert Pierrot,4,8,27.2,0.2000000029802322,174.07999935150147
10358,1996-11-20,LAMAI,24,Guaran? Fant?stica,1,10,3.6,0.050000000745058,34.19999997317792
10358,1996-11-20,LAMAI,34,Sasquatch Ale,1,10,11.2,0.050000000745058,106.39999991655351
